problem_idx,problem_id,b_i,rating,kc_names
1944,1006-B,-2.11111111,1200,greedy;implementation;sortings
1945,990-B,-2.11111111,1200,greedy;sortings;Greedy Sorting
1946,101-A,-2.11111111,1200,greedy
1947,651-B,-2.11111111,1200,greedy;sortings;Greedy Sorting
1948,954-E,-0.33333333,2000,binary search;greedy;sortings;Binary Search on Answer;Greedy Sorting
1949,319-B,-0.55555556,1900,data structures;implementation;Monotonic Stack
1950,363-D,-0.77777778,1800,binary search;greedy;Binary Search on Answer;Greedy Sorting
1951,314-C,-0.33333333,2000,data structures;dp;1D DP;Segment Tree
1952,406-D,0.11111111,2200,geometry;graphs;trees;Tree DFS
1953,465-A,-2.77777778,900,implementation
1954,465-B,-2.55555556,1000,implementation
1955,1893-D,1.00000000,2600,constructive algorithms;data structures;greedy;Greedy Sorting;Priority Queue
1956,1913-E,0.55555556,2400,flows;graphs;Max Flow
1957,508-D,0.77777778,2500,graphs;DFS
1958,965-D,-0.55555556,1900,binary search;flows;greedy;two pointers;Binary Search on Answer;Two Pointers on Sorted Array
1959,597-B,-1.22222222,1600,dp;greedy;sortings;Activity Selection;Custom Comparator Sorting
1960,505-B,-1.66666667,1400,dp;dsu;graphs
1961,173-B,-0.77777778,1800,graphs;shortest paths
1962,543-B,-0.11111111,2100,constructive algorithms;graphs;shortest paths;Dijkstra
1963,500-B,-1.22222222,1600,dsu;graphs;greedy;math;sortings
1964,163-A,-1.00000000,1700,dp;1D DP;String Matching
1965,1367-F1,-0.11111111,2100,dp;greedy;two pointers;Longest Increasing Subsequence;Simulation
1966,222-D,-0.55555556,1900,binary search;greedy;sortings;two pointers;Two Pointers on Sorted Array
1967,1177-B,-0.77777778,1800,binary search;divide and conquer;implementation;Binary Search on Answer
1968,535-C,-0.55555556,1900,binary search;greedy;math;Binary Search on Answer
1969,650-B,-0.55555556,1900,binary search;brute force;dp;two pointers;Sliding Window
1970,958-F2,-0.77777778,1800,binary search;two pointers;Binary Search on Answer;Sliding Window
1971,367-B,-0.55555556,1900,binary search;data structures;Sliding Window
1972,1294-F,-0.33333333,2000,dp;graphs;greedy;trees;Tree DP
1973,734-E,-0.11111111,2100,dp;graphs;trees;Tree DP
1974,846-A,-1.44444444,1500,brute force;implementation;Brute Force Enumeration
1975,846-B,-0.77777778,1800,brute force;greedy;Brute Force Enumeration;Greedy Sorting
1976,427-E,-0.33333333,2000,greedy;implementation;math;ternary search
1977,353-B,-0.55555556,1900,combinatorics;constructive algorithms;greedy;implementation;math;sortings
1978,294-C,-0.55555556,1900,combinatorics;number theory;Combinations
1979,893-E,-0.33333333,2000,combinatorics;dp;math;number theory;Modular Combinations;Prime Factorization
1980,128-C,-0.33333333,2000,combinatorics;dp;1D DP
1981,863-A,-2.77777778,900,brute force;implementation
1982,1105-D,-0.55555556,1900,graphs;implementation;shortest paths;BFS
1983,500-D,-0.55555556,1900,combinatorics;graphs;trees;Tree DFS
1984,949-C,-0.55555556,1900,graphs;Strongly Connected Components
1985,883-G,-0.55555556,1900,graphs;Connected Components;DFS
1986,903-A,-2.77777778,900,greedy;implementation
1987,903-D,0.11111111,2200,data structures;math;Hash Map;Modular Arithmetic
1988,269-C,-0.11111111,2100,constructive algorithms;flows;graphs;greedy;Topological Sort
1989,1223-D,-0.33333333,2000,dp;greedy;two pointers;Two Pointers on Sorted Array
1990,762-C,-0.11111111,2100,binary search;hashing;strings;two pointers;String Matching;Two Pointers on Sorted Array
1991,515-D,-0.33333333,2000,constructive algorithms;greedy
1992,902-A,-2.33333333,1100,greedy;implementation;Interval Scheduling
1993,721-D,-0.33333333,2000,constructive algorithms;data structures;greedy;math;Brute Force Enumeration;Greedy Sorting
1994,810-A,-2.77777778,900,implementation;math
1995,787-B,-1.88888889,1300,greedy;implementation;math;Simulation
1996,474-E,-0.33333333,2000,binary search;data structures;dp;sortings;trees;Longest Increasing Subsequence
1997,735-B,-2.33333333,1100,greedy;number theory;sortings;Greedy Sorting
1998,735-C,-1.22222222,1600,combinatorics;constructive algorithms;greedy;math
1999,818-C,-0.33333333,2000,brute force;implementation;Brute Force Enumeration
2000,818-D,-1.00000000,1700,data structures;implementation
2001,757-A,-2.55555556,1000,implementation
2002,821-A,-3.00000000,800,implementation
2003,714-A,-2.33333333,1100,implementation;math;Simulation
2004,705-B,-2.33333333,1100,games;math;1D DP
2005,437-D,-0.55555556,1900,dsu;sortings;Greedy Sorting
2006,1437-E,0.11111111,2200,binary search;constructive algorithms;data structures;dp;implementation;Binary Search on Array;Longest Increasing Subsequence
2007,828-A,-2.11111111,1200,implementation;Simulation
2008,80-B,-2.11111111,1200,geometry;math
2009,1271-B,-1.88888889,1300,greedy;math;Simulation
2010,135-A,-1.88888889,1300,greedy;implementation;sortings;Greedy Sorting
2011,37-A,-2.55555556,1000,sortings
2012,203-B,-1.88888889,1300,brute force;implementation;Simulation
2013,1061-B,-1.66666667,1400,greedy;implementation;sortings;Custom Comparator Sorting
2014,742-B,-1.44444444,1500,brute force;math;number theory;Hash Map
2015,753-A,-2.55555556,1000,dp;greedy;math
2016,602-B,-1.66666667,1400,dp;implementation;two pointers;Monotonic Queue;Sliding Window
2017,518-B,-1.66666667,1400,greedy;implementation;strings
2018,699-B,-1.66666667,1400,implementation;Simulation
2019,1269-A,-3.00000000,800,brute force;math;Simulation
2020,1325-F,0.77777778,2500,constructive algorithms;graphs;greedy
2021,22-E,0.33333333,2300,graphs;trees;Connected Components
2022,535-D,-0.55555556,1900,greedy;hashing;string suffix structures;strings;KMP
2023,887-B,-1.88888889,1300,brute force;implementation;Brute Force Enumeration
2024,1288-E,-0.33333333,2000,data structures;Segment Tree
2025,1468-A,0.11111111,2200,data structures;dp;greedy;1D DP
2026,720-A,-0.33333333,2000,greedy;Greedy Sorting
2027,883-I,-0.55555556,1900,binary search;dp;1D DP;Binary Search on Answer
2028,196-B,-0.33333333,2000,graphs;Graph Representation
2029,22-B,-1.44444444,1500,brute force;dp;2D DP
2030,255-C,-1.44444444,1500,brute force;dp;2D DP
2031,177-C1,-1.44444444,1500,dsu;graphs;Connected Components
2032,1294-D,-1.22222222,1600,data structures;greedy;implementation;math;Hash Map
2033,1269-B,-1.44444444,1500,brute force;sortings;Custom Comparator Sorting
2034,1203-E,-1.44444444,1500,greedy;sortings;Custom Comparator Sorting
2035,981-C,-1.66666667,1400,implementation;trees;Simulation;Tree DFS
2036,177-E1,-1.00000000,1700,binary search;Binary Search on Answer
2037,1223-C,-1.22222222,1600,binary search;greedy;Binary Search on Answer
2038,1295-C,-1.22222222,1600,dp;greedy;strings;1D DP
2039,1255-C,-1.22222222,1600,constructive algorithms;implementation;Simulation
2040,1196-F,0.11111111,2200,brute force;constructive algorithms;shortest paths;sortings;Dijkstra
2041,913-C,-1.22222222,1600,bitmasks;dp;greedy
2042,743-E,0.11111111,2200,binary search;bitmasks;brute force;dp;Bitmask DP
2043,852-D,-0.11111111,2100,binary search;flows;graph matchings;shortest paths
2044,120-H,-0.77777778,1800,graph matchings
2045,237-E,-0.33333333,2000,flows;graphs;Max Flow
2046,60-A,-1.88888889,1300,implementation;two pointers;Prefix Sum;Simulation
2047,1017-A,-3.00000000,800,implementation
2048,994-A,-3.00000000,800,implementation
2049,1088-A,-3.00000000,800,brute force;constructive algorithms;Brute Force Enumeration
2050,937-A,-3.00000000,800,implementation;sortings;Custom Comparator Sorting
2051,1248-A,-2.55555556,1000,geometry;math;Distance Between Points
2052,505-A,-2.33333333,1100,brute force;implementation;strings;Palindrome Detection
2053,525-B,-1.66666667,1400,constructive algorithms;greedy;math;strings
2054,1006-A,-3.00000000,800,implementation
2055,1109-A,-1.22222222,1600,dp;implementation;Prefix Sum
2056,173-C,-0.55555556,1900,brute force;dp;2D DP
2057,500-F,1.22222222,2700,divide and conquer;dp;Knapsack
2058,1721-F,1.44444444,2800,brute force;constructive algorithms;flows;graph matchings;graphs;interactive
2059,1451-E1,-0.33333333,2000,bitmasks;constructive algorithms;interactive;math;Bitmask Enumeration;Simulation
2060,678-F,0.77777778,2500,data structures;divide and conquer;geometry;Line Intersection;Segment Tree
2061,1146-E,0.55555556,2400,bitmasks;data structures;divide and conquer;implementation;Bitmask Enumeration
2062,821-E,-0.11111111,2100,dp;matrices;1D DP;Fast Exponentiation
2063,222-E,-0.55555556,1900,dp;matrices;1D DP
2064,828-B,-1.88888889,1300,implementation
2065,940-A,-2.11111111,1200,brute force;greedy;sortings;Brute Force Enumeration;Greedy Sorting
2066,999-F,-0.33333333,2000,dp;2D DP
2067,606-A,-2.11111111,1200,implementation;Simulation
2068,81-A,-1.66666667,1400,implementation
2069,985-D,-0.11111111,2100,binary search;constructive algorithms;math
2070,767-B,-0.11111111,2100,brute force;greedy
2071,460-E,1.22222222,2700,brute force;geometry;math;sortings
2072,416-D,0.55555556,2400,greedy;implementation;math
2073,213-C,-0.33333333,2000,dp;2D DP
2074,1045-G,0.11111111,2200,data structures
2075,762-E,0.11111111,2200,binary search;data structures;Binary Search on Array;Fenwick Tree
2076,27-D,0.11111111,2200,2-sat;dsu;graphs;Strongly Connected Components
2077,708-D,1.66666667,2900,flows;Max Flow
2078,362-E,0.33333333,2300,flows;graphs;shortest paths;Max Flow
2079,248-D,0.33333333,2300,binary search;greedy;implementation;Binary Search on Answer;Greedy Sorting
2080,1301-E,0.77777778,2500,binary search;data structures;dp;implementation;2D DP
2081,743-D,-0.77777778,1800,dp;graphs;trees;Tree DFS
2082,923-C,-0.77777778,1800,data structures;greedy;strings;trees;Greedy Sorting;Trie
2083,407-D,1.22222222,2700,dp;hashing;2D DP
2084,3-A,-2.55555556,1000,greedy;shortest paths
2085,22-D,-0.55555556,1900,greedy;sortings;Interval Scheduling
2086,40-B,-1.22222222,1600,math
2087,626-A,-2.55555556,1000,brute force;implementation;Hash Map;Prefix Sum
2088,525-D,0.55555556,2400,constructive algorithms;data structures;graphs;greedy;shortest paths;BFS
2089,937-B,-1.66666667,1400,brute force;math;number theory
2090,958-E1,-1.22222222,1600,brute force;geometry;greedy;math;Brute Force Enumeration;Orientation Test
2091,995-B,-1.66666667,1400,greedy;implementation;math;Greedy Sorting;Simulation
2092,197-A,-1.22222222,1600,constructive algorithms;games;math
2093,328-A,-0.77777778,1800,implementation
2094,863-C,-0.77777778,1800,graphs;implementation
2095,65-C,-0.11111111,2100,binary search;geometry;Binary Search on Answer
2096,632-B,-1.66666667,1400,brute force;constructive algorithms;Prefix Sum
2097,632-D,-0.11111111,2100,brute force;math;number theory
2098,632-F,0.55555556,2400,brute force;divide and conquer;graphs;matrices;trees
2099,1334-E,0.11111111,2200,combinatorics;graphs;greedy;math;number theory;Prime Factorization
2100,678-B,-1.22222222,1600,implementation;Brute Force Enumeration
2101,691-A,-2.55555556,1000,implementation
2102,691-B,-1.22222222,1600,implementation;strings
2103,691-C,-0.77777778,1800,implementation;strings
2104,1468-F,-1.00000000,1700,geometry;hashing;number theory;GCD
2105,1468-G,0.77777778,2500,binary search;geometry;Line Intersection
2106,616-F,1.22222222,2700,data structures;sortings;string suffix structures;strings;Suffix Automaton
2107,715-C,1.22222222,2700,divide and conquer;dsu;graphs;trees;Modular Arithmetic;Tree DFS
2108,650-D,1.00000000,2600,binary search;data structures;dp;hashing;Binary Search on Array;Longest Increasing Subsequence
2109,940-F,1.00000000,2600,brute force;data structures;Mo's Algorithm
2110,1203-A,-2.55555556,1000,implementation;Simulation
2111,1203-D2,-1.00000000,1700,binary search;greedy;implementation;two pointers;Two Pointers on Sorted Array
2112,1203-D1,-1.22222222,1600,greedy;implementation
2113,933-C,1.22222222,2700,geometry;graphs;DFS;Line Intersection
2114,1118-A,-3.00000000,800,math
2115,54-B,-0.77777778,1800,hashing;implementation
2116,1156-A,-1.66666667,1400,geometry
2117,241-A,-1.88888889,1300,greedy
2118,71-D,0.11111111,2200,brute force;implementation;Brute Force Enumeration
2119,55-B,-1.22222222,1600,brute force
2120,244-B,-1.22222222,1600,bitmasks;brute force;graphs;Brute Force Enumeration
2121,886-C,-1.88888889,1300,dsu;greedy;implementation;trees;Simulation
2122,138-A,-1.22222222,1600,implementation
2123,264-C,-0.33333333,2000,dp;1D DP
2124,81-B,-1.00000000,1700,implementation;strings
2125,3-D,1.00000000,2600,greedy
2126,1197-E,0.33333333,2300,binary search;combinatorics;data structures;dp;shortest paths;sortings;Dijkstra
2127,85-D,0.33333333,2300,binary search;brute force;data structures;implementation
2128,1334-F,0.77777778,2500,binary search;data structures;dp;greedy;Segment Tree
2129,543-C,0.77777778,2500,bitmasks;dp;Bitmask DP
2130,70-E,1.22222222,2700,dp;implementation;trees;Tree DP
2131,258-E,0.55555556,2400,data structures;graphs;trees;Tree DFS
2132,241-E,1.00000000,2600,graphs;shortest paths
2133,301-D,0.11111111,2200,data structures;Segment Tree
2134,576-D,1.22222222,2700,dp;matrices;1D DP
2135,81-E,1.22222222,2700,dp;dsu;graphs;implementation;trees;DFS
2136,1119-E,-0.55555556,1900,brute force;dp;fft;greedy;ternary search
2137,95-E,0.77777778,2500,dp;dsu;graphs;Knapsack
2138,1138-B,-0.77777778,1800,brute force;greedy;math;strings;Brute Force Enumeration
2139,603-C,0.11111111,2200,games;math
2140,301-E,1.44444444,2800,dp;1D DP
2141,264-E,1.88888889,3000,data structures;dp;Longest Increasing Subsequence
2142,853-D,0.55555556,2400,binary search;dp;greedy;1D DP
2143,295-D,0.55555556,2400,combinatorics;dp;Combinations
2144,1157-G,0.11111111,2200,brute force;constructive algorithms;Brute Force Enumeration
2145,1353-F,0.11111111,2200,brute force;dp;2D DP
2146,1491-H,2.77777778,3400,data structures;trees;Stack;Tree DFS
2147,138-C,0.11111111,2200,binary search;data structures;probabilities;sortings
2148,138-E,1.66666667,2900,brute force;dp;two pointers;1D DP;Sliding Window
2149,325-C,1.00000000,2600,graphs;shortest paths;Shortest Path in DAG
2150,249-D,1.22222222,2700,data structures;dp;geometry;math;sortings;Longest Increasing Subsequence
2151,325-D,1.66666667,2900,dsu
2152,249-E,1.00000000,2600,math;Modular Arithmetic
2153,264-D,0.77777778,2500,dp;two pointers;2D DP
2154,1648-D,1.44444444,2800,data structures;divide and conquer;dp;implementation;shortest paths;1D DP;Simulation
2155,1651-F,1.88888889,3000,binary search;brute force;data structures;Binary Search on Array;Brute Force Enumeration
2156,797-F,1.00000000,2600,data structures;dp;greedy;sortings;2D DP;Custom Comparator Sorting
2157,903-G,1.22222222,2700,data structures;flows;graphs;Max Flow;Segment Tree
2158,494-E,2.33333333,3200,data structures;games
2159,1288-F,1.66666667,2900,constructive algorithms;flows;Max Flow
2160,1217-F,1.00000000,2600,data structures;divide and conquer;dsu;graphs;trees
2161,704-D,2.11111111,3100,flows;greedy;Max Flow
2162,1146-G,1.22222222,2700,dp;flows;graphs;Max Flow
2163,1334-G,1.66666667,2900,bitmasks;brute force;fft;Bitmask Enumeration
2164,708-E,2.11111111,3100,dp;math;1D DP;Modular Inverse
2165,645-E,0.11111111,2200,dp;greedy;strings;1D DP;Greedy Sorting
2166,710-D,0.77777778,2500,math;number theory;GCD
2167,762-F,1.44444444,2800,combinatorics;graphs;trees;Modular Combinations;Tree DP
2168,1735-F,1.66666667,2900,data structures;geometry;Distance Between Points
2169,1710-E,0.55555556,2400,binary search;games;graph matchings;Binary Search on Answer
2170,1710-D,2.77777778,3400,constructive algorithms;trees;Simulation
2171,101-D,0.33333333,2300,dp;greedy;probabilities;sortings;trees;Expected Value;Tree DP
2172,468-E,2.11111111,3100,dp;graph matchings;math;Meet-in-the-middle
2173,923-D,0.77777778,2500,constructive algorithms;implementation;strings;Prefix Function;Prefix Sum
2174,1725-J,0.77777778,2500,dp;trees;Tree DFS;Tree DP
2175,954-H,0.77777778,2500,combinatorics;dp;Modular Combinations;Tree DP
2176,338-D,1.66666667,2900,chinese remainder theorem;math;number theory
2177,1044-F,1.22222222,2700,data structures;Segment Tree
2178,1078-E,2.77777778,3400,constructive algorithms;Simulation
2179,603-E,1.88888889,3000,data structures;divide and conquer;dsu;math;trees;Binary Search on Answer
2180,1801-E,1.88888889,3000,data structures;divide and conquer;dsu;hashing;trees
2181,138-D,0.77777778,2500,dp;games;2D DP;Bitmask DP
2182,932-G,1.66666667,2900,dp;string suffix structures;strings
2183,280-E,1.88888889,3000,brute force;data structures;dp;implementation;math;1D DP
2184,505-E,1.66666667,2900,binary search;greedy;Binary Search on Answer
2185,269-D,1.00000000,2600,data structures;dp;graphs;sortings;1D DP;Segment Tree
2186,1838-F,1.88888889,3000,binary search;constructive algorithms;interactive;Binary Search on Answer
2187,319-E,1.88888889,3000,data structures
2188,1835-E,3.00000000,3500,combinatorics;dp;probabilities;2D DP;Expected Value
2189,534-F,0.55555556,2400,bitmasks;dp;hashing;Meet-in-the-middle;Bitmask DP
2190,441-E,0.55555556,2400,bitmasks;dp;math;probabilities;Expected Value
2191,1847-E,1.66666667,2900,brute force;combinatorics;implementation;interactive;math;probabilities
2192,1824-E,3.00000000,3500,data structures;trees;Tree DFS
2193,1651-E,1.00000000,2600,brute force;combinatorics;constructive algorithms;graph matchings;graphs;greedy;math;Brute Force Enumeration;Permutations
